Commit,High Confidence,Medium Confidence,Low Confidence,High Severity,Medium Severity,Low Severity,Unique CWEs
3845aefa26a4a013ac2aeb8dca82d0f87c9a8349,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
13e5943a93b2471c2388bd7870490e8f56ef44ab,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
d3510035788d4293070faae4fa0d74ae1f92597d,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
55bd05629deb6436e1cddf712ac01a96ea12c126,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
e65902f695fb1323bf6a59d7e9cd389b8dc37532,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
8a032c11a5d037a8f28f80990acda011fc946e66,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
d88d5d2ceda9416f2276353d758a8f72898f6694,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
e8a3e31ed4b1d043a9a67956e71d9c3b1767d18d,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
a1247ce6d128b2931755cbedc48431a01a8e0e08,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
1e07a733fe6776123a35349df959679407800ec9,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
211db94436b1b9abdee4b9fe221fc12752816749,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
c6caa3d8bd134ea093131a747fa4c1b0f74e8066,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
c1e71560829c2ff30fbb64c8d716b02e5e39b461,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
3e3799d4bfdcda8e03513d5af42c48663f9ccb51,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
8d8cff346d4c586ef0df30e5e88a40da1ff1e203,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
4170abf1420483b12d77858246e1d81f968b364c,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
c3dc3a29f3569fa47455b9fa868ded9f635b4bc7,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
f94fce68abe66f29e3045d0d4f20ccd0effa6767,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
a20f40edaa8f80477d4d48fa854918db5bf71003,3760,1,8,3,59,3707,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
1af4b2e485673cb462d7de7e4877c41661e4aaa6,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
ffcb1e058b1bea2aa1f407f89bd07a74992b424f,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
6314d30e4cad3b0437ad10b85b8bf5eff64f7f44,3760,1,8,3,59,3707,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
eb5eb5b26ff4c3ee01c37d0f02374a717f45a4c1,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
42ac3f35984927724800ff3752fbc94378f936ad,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
66401c4e14483e0015872d7324c2ff03b8725cdb,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
e1dbace478f869d51fa5a09afb873c06bf288ecf,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
067b77c546a98efefaf7ec1bf11a71319ee0ed21,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
2c087c12b8d7c2ee93a0ac4714e05216facdcfea,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
a27988c429c571646a573da063a46925eb9b5577,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
21115d9ae42db1a0a0fa959260559caf03122370,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
5b3d177e17cf813fe79e286d6399de3b5367c357,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
938ad62a583bccb71ffafad900687a53cce124e1,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
5f311c2189b15b3a0d0eab5653759ba3363575b6,3760,1,8,3,59,3707,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
df643efae781e134a23d45e20b209768134c184c,3773,1,8,3,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
8465b0f68b1a6421417da4aba0febaa18b8d1d32,3830,1,8,3,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
c830f5c56b90556d89c74730450f8ea99eebac30,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
71dd07bd3b021c3081efbd0f9439d295cc3d9580,3760,1,8,3,59,3707,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
466a46871ac3452131e637d48be7ebe5b5474382,3773,1,8,3,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
24bb51c834f7e6714e9ad8e24f7edb6c903028fe,3830,1,8,3,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
643bb223bf5708f584c3c98bf002be97ec4ff928,3826,1,8,3,59,3773,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
0c24a21734b0bcf28976e4d07deb0aeeba41ce8e,3760,1,8,3,59,3707,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
4f5ceb7562af85a619227bc15a8fcbac4ddca919,3773,1,8,3,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
b7e602cf6ff4a4608a5718e4323dde1bf1b193c3,3826,1,8,3,59,3773,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
